id,date_time,air_temp,RH,logger_ID,site,location
1,8/06/2023 22:04,5.82,92.69,21333838,MAM,EXT
1,8/06/2023 23:34,4.8,89.42,21333838,MAM,EXT
1,9/06/2023 1:04,5.7,84.14,21333838,MAM,EXT
1,9/06/2023 2:34,5.43,85.69,21333838,MAM,EXT
1,9/06/2023 4:04,4.53,91.05,21333838,MAM,EXT
1,9/06/2023 5:34,5.75,86.9,21333838,MAM,EXT
1,9/06/2023 7:04,5.53,86.63,21333838,MAM,EXT
1,9/06/2023 8:34,6.75,83.09,21333838,MAM,EXT
1,9/06/2023 10:04,9.1,76.09,21333838,MAM,EXT
1,9/06/2023 11:34,10.08,71.6,21333838,MAM,EXT
1,9/06/2023 13:04,10.33,72.58,21333838,MAM,EXT
1,9/06/2023 14:34,9.88,76.06,21333838,MAM,EXT
1,9/06/2023 16:04,9.07,82.87,21333838,MAM,EXT
1,9/06/2023 17:34,9.02,83.86,21333838,MAM,EXT
1,9/06/2023 19:04,8.45,83.54,21333838,MAM,EXT
1,9/06/2023 20:34,6.86,86.74,21333838,MAM,EXT
1,9/06/2023 22:04,5.81,93.58,21333838,MAM,EXT
1,9/06/2023 23:34,7.19,84.05,21333838,MAM,EXT
1,10/06/2023 1:04,6.73,83.2,21333838,MAM,EXT
1,10/06/2023 2:34,4.6,88.15,21333838,MAM,EXT
1,10/06/2023 4:04,3.55,89.02,21333838,MAM,EXT
1,10/06/2023 5:34,2.46,92.34,21333838,MAM,EXT
1,10/06/2023 7:04,1.56,93.52,21333838,MAM,EXT
1,10/06/2023 8:34,1.81,93.68,21333838,MAM,EXT
1,10/06/2023 10:04,6.33,76.73,21333838,MAM,EXT
1,10/06/2023 11:34,9.84,65.82,21333838,MAM,EXT
1,10/06/2023 13:04,10.87,49.43,21333838,MAM,EXT
1,10/06/2023 14:34,10.25,62.99,21333838,MAM,EXT
1,10/06/2023 16:04,5.85,87.35,21333838,MAM,EXT
1,10/06/2023 17:34,4.17,91.09,21333838,MAM,EXT
1,10/06/2023 19:04,2.83,93.25,21333838,MAM,EXT
1,10/06/2023 20:34,1.76,95.57,21333838,MAM,EXT
1,10/06/2023 22:04,0.74,95.84,21333838,MAM,EXT
1,10/06/2023 23:34,0.2,96.48,21333838,MAM,EXT
1,11/06/2023 1:04,-0.38,96.02,21333838,MAM,EXT
1,11/06/2023 2:34,-0.61,96.82,21333838,MAM,EXT
1,11/06/2023 4:04,-1.02,97.12,21333838,MAM,EXT
1,11/06/2023 5:34,-1.26,96.09,21333838,MAM,EXT
1,11/06/2023 7:04,-1.44,97.09,21333838,MAM,EXT
1,11/06/2023 8:34,-1.17,96.48,21333838,MAM,EXT
1,11/06/2023 10:04,0.06,98.34,21333838,MAM,EXT
1,11/06/2023 11:34,9.33,79.95,21333838,MAM,EXT
1,11/06/2023 13:04,10.44,75.39,21333838,MAM,EXT
1,11/06/2023 14:34,8.39,83.95,21333838,MAM,EXT
1,11/06/2023 16:04,6.07,92.38,21333838,MAM,EXT
1,11/06/2023 17:34,4.06,94.95,21333838,MAM,EXT
1,11/06/2023 19:04,2.73,96.24,21333838,MAM,EXT
1,11/06/2023 20:34,1.63,96.53,21333838,MAM,EXT
1,11/06/2023 22:04,0.64,97.26,21333838,MAM,EXT
1,11/06/2023 23:34,-0.01,97.64,21333838,MAM,EXT
1,12/06/2023 1:04,-0.13,97.3,21333838,MAM,EXT
1,12/06/2023 2:34,-0.59,97.65,21333838,MAM,EXT
1,12/06/2023 4:04,-0.74,97.29,21333838,MAM,EXT
1,12/06/2023 5:34,-0.81,98.07,21333838,MAM,EXT
1,12/06/2023 7:04,-0.65,98.28,21333838,MAM,EXT
1,12/06/2023 8:34,1.06,97.62,21333838,MAM,EXT
1,12/06/2023 10:04,6.49,98.92,21333838,MAM,EXT
1,12/06/2023 11:34,12.1,69.74,21333838,MAM,EXT
1,12/06/2023 13:04,12.49,69.92,21333838,MAM,EXT
1,12/06/2023 14:34,11.63,73.51,21333838,MAM,EXT
1,12/06/2023 16:04,9.95,82.74,21333838,MAM,EXT
1,12/06/2023 17:34,7.28,94.48,21333838,MAM,EXT
1,12/06/2023 19:04,6.04,96.31,21333838,MAM,EXT
1,12/06/2023 20:34,6.35,98.1,21333838,MAM,EXT
1,12/06/2023 22:04,6.16,98.7,21333838,MAM,EXT
1,12/06/2023 23:34,4.65,97.97,21333838,MAM,EXT
1,13/06/2023 1:04,4.48,99.31,21333838,MAM,EXT
1,13/06/2023 2:34,10.63,84.49,21333838,MAM,EXT
1,13/06/2023 4:04,10.37,84.32,21333838,MAM,EXT
1,13/06/2023 5:34,9.95,84.3,21333838,MAM,EXT
1,13/06/2023 7:04,9.37,84.41,21333838,MAM,EXT
1,13/06/2023 8:34,9.65,81.77,21333838,MAM,EXT
1,13/06/2023 10:04,11.2,80.74,21333838,MAM,EXT
1,13/06/2023 11:34,11.2,77.4,21333838,MAM,EXT
1,13/06/2023 13:04,11.64,70.43,21333838,MAM,EXT
1,13/06/2023 14:34,12.61,60.95,21333838,MAM,EXT
1,13/06/2023 16:04,9.08,82.97,21333838,MAM,EXT
1,13/06/2023 17:34,5.86,97.4,21333838,MAM,EXT
1,13/06/2023 19:04,5.86,95.03,21333838,MAM,EXT
1,13/06/2023 20:34,5.69,97.44,21333838,MAM,EXT
1,13/06/2023 22:04,6.5,98.28,21333838,MAM,EXT
1,13/06/2023 23:34,6.48,89.85,21333838,MAM,EXT
1,14/06/2023 1:04,6.55,84.11,21333838,MAM,EXT
1,14/06/2023 2:34,5.81,87.76,21333838,MAM,EXT
1,14/06/2023 4:04,6.24,79.91,21333838,MAM,EXT
1,14/06/2023 5:34,6.14,79.37,21333838,MAM,EXT
1,14/06/2023 7:04,5.9,75.66,21333838,MAM,EXT
1,14/06/2023 8:34,6.3,74.87,21333838,MAM,EXT
1,14/06/2023 10:04,6.84,69.04,21333838,MAM,EXT
1,14/06/2023 11:34,8.6,60.44,21333838,MAM,EXT
1,14/06/2023 13:04,9.05,58.11,21333838,MAM,EXT
1,14/06/2023 14:34,8.52,58.53,21333838,MAM,EXT
1,14/06/2023 16:04,7.13,66.09,21333838,MAM,EXT
1,14/06/2023 17:34,5.9,70.96,21333838,MAM,EXT
1,14/06/2023 19:04,6.06,73.38,21333838,MAM,EXT
1,14/06/2023 20:34,6.01,70.87,21333838,MAM,EXT
1,14/06/2023 22:04,5.3,74.15,21333838,MAM,EXT
1,14/06/2023 23:34,4.69,78.88,21333838,MAM,EXT
1,15/06/2023 1:04,3.73,83.16,21333838,MAM,EXT
1,15/06/2023 2:34,4.24,78.67,21333838,MAM,EXT
1,15/06/2023 4:04,5.17,72.57,21333838,MAM,EXT
1,15/06/2023 5:34,4.64,76.9,21333838,MAM,EXT
1,15/06/2023 7:04,4.78,76.24,21333838,MAM,EXT
1,15/06/2023 8:34,6.15,71.1,21333838,MAM,EXT
1,15/06/2023 10:04,7.15,67.45,21333838,MAM,EXT
1,15/06/2023 11:34,8.66,62.51,21333838,MAM,EXT
1,15/06/2023 13:04,9.7,60.39,21333838,MAM,EXT
1,15/06/2023 14:34,8.56,63.81,21333838,MAM,EXT
1,15/06/2023 16:04,8.18,69.05,21333838,MAM,EXT
1,15/06/2023 17:34,7.86,71.83,21333838,MAM,EXT
1,15/06/2023 19:04,5.49,81.71,21333838,MAM,EXT
1,15/06/2023 20:34,6.02,82.26,21333838,MAM,EXT
1,15/06/2023 22:04,6.71,79.15,21333838,MAM,EXT
1,15/06/2023 23:34,6.76,80.45,21333838,MAM,EXT
1,16/06/2023 1:04,7.77,74.71,21333838,MAM,EXT
1,16/06/2023 2:34,4.75,86.32,21333838,MAM,EXT
1,16/06/2023 4:04,2.4,93.51,21333838,MAM,EXT
1,16/06/2023 5:34,2.76,94.58,21333838,MAM,EXT
1,16/06/2023 7:04,1.97,96.75,21333838,MAM,EXT
1,16/06/2023 8:34,1.42,95.91,21333838,MAM,EXT
1,16/06/2023 10:04,4.26,98.67,21333838,MAM,EXT
1,16/06/2023 11:34,11.37,63.75,21333838,MAM,EXT
1,16/06/2023 13:04,11.32,60.76,21333838,MAM,EXT
1,16/06/2023 14:34,9.48,75.43,21333838,MAM,EXT
1,16/06/2023 16:04,8.64,79.4,21333838,MAM,EXT
1,16/06/2023 17:34,4.34,91.03,21333838,MAM,EXT
1,16/06/2023 19:04,2.62,93.53,21333838,MAM,EXT
1,16/06/2023 20:34,1.53,94.58,21333838,MAM,EXT
1,16/06/2023 22:04,0.64,95.27,21333838,MAM,EXT
1,16/06/2023 23:34,0.01,95.34,21333838,MAM,EXT
1,17/06/2023 1:04,-0.62,95.72,21333838,MAM,EXT
1,17/06/2023 2:34,-0.54,97.32,21333838,MAM,EXT
1,17/06/2023 4:04,-0.89,96.52,21333838,MAM,EXT
1,17/06/2023 5:34,-0.94,94.63,21333838,MAM,EXT
1,17/06/2023 7:04,-1.38,94.49,21333838,MAM,EXT
1,17/06/2023 8:34,-1.14,95.87,21333838,MAM,EXT
1,17/06/2023 10:04,3.79,95.2,21333838,MAM,EXT
1,17/06/2023 11:34,11.08,56.07,21333838,MAM,EXT
1,17/06/2023 13:04,12.01,53.47,21333838,MAM,EXT
1,17/06/2023 14:34,9.3,71.27,21333838,MAM,EXT
1,17/06/2023 16:04,6.49,84.68,21333838,MAM,EXT
1,17/06/2023 17:34,4.19,91.46,21333838,MAM,EXT
1,17/06/2023 19:04,2.31,93.09,21333838,MAM,EXT
1,17/06/2023 20:34,1.01,96.22,21333838,MAM,EXT
1,17/06/2023 22:04,0.48,96.62,21333838,MAM,EXT
1,17/06/2023 23:34,0.36,96.87,21333838,MAM,EXT
1,18/06/2023 1:04,-0.19,97.36,21333838,MAM,EXT
1,18/06/2023 2:34,-0.52,97.12,21333838,MAM,EXT
1,18/06/2023 4:04,5.11,83.54,21333838,MAM,EXT
1,18/06/2023 5:34,5.05,81.18,21333838,MAM,EXT
1,18/06/2023 7:04,5.13,79.5,21333838,MAM,EXT
1,18/06/2023 8:34,5.59,78.78,21333838,MAM,EXT
1,18/06/2023 10:04,7.61,70.35,21333838,MAM,EXT
1,18/06/2023 11:34,9.63,63.71,21333838,MAM,EXT
1,18/06/2023 13:04,9.48,59.91,21333838,MAM,EXT
1,18/06/2023 14:34,7.78,70.41,21333838,MAM,EXT
1,18/06/2023 16:04,7.23,65.97,21333838,MAM,EXT
1,18/06/2023 17:34,5.91,68.22,21333838,MAM,EXT
1,18/06/2023 19:04,3.34,76.84,21333838,MAM,EXT
1,18/06/2023 20:34,2.07,82.34,21333838,MAM,EXT
1,18/06/2023 22:04,2.28,82.05,21333838,MAM,EXT
1,18/06/2023 23:34,3.19,78.71,21333838,MAM,EXT
1,19/06/2023 1:04,3,80.76,21333838,MAM,EXT
1,19/06/2023 2:34,2.61,82.44,21333838,MAM,EXT
1,19/06/2023 4:04,1.57,83.88,21333838,MAM,EXT
1,19/06/2023 5:34,0.36,88.94,21333838,MAM,EXT
1,19/06/2023 7:04,-0.67,94.12,21333838,MAM,EXT
1,19/06/2023 8:34,0.38,92.86,21333838,MAM,EXT
1,19/06/2023 10:04,4.42,74.68,21333838,MAM,EXT
1,19/06/2023 11:34,7.97,59.48,21333838,MAM,EXT
1,19/06/2023 13:04,8.71,54.82,21333838,MAM,EXT
1,19/06/2023 14:34,8.27,50.53,21333838,MAM,EXT
1,19/06/2023 16:04,6.97,61.67,21333838,MAM,EXT
1,19/06/2023 17:34,5.71,68.67,21333838,MAM,EXT
1,19/06/2023 19:04,5.07,82.58,21333838,MAM,EXT
1,19/06/2023 20:34,2.6,97.88,21333838,MAM,EXT
1,19/06/2023 22:04,2.31,96.16,21333838,MAM,EXT
1,19/06/2023 23:34,2.15,85.76,21333838,MAM,EXT
1,20/06/2023 1:04,2.49,79.78,21333838,MAM,EXT
1,20/06/2023 2:34,2.51,77.57,21333838,MAM,EXT
1,20/06/2023 4:04,2.05,78.31,21333838,MAM,EXT
1,20/06/2023 5:34,1.51,76.51,21333838,MAM,EXT
1,20/06/2023 7:04,-0.99,91.09,21333838,MAM,EXT
1,20/06/2023 8:34,-1.44,93.21,21333838,MAM,EXT
1,20/06/2023 10:04,0.1,95.46,21333838,MAM,EXT
1,20/06/2023 11:34,6.41,55.2,21333838,MAM,EXT
1,20/06/2023 13:04,7.59,55.38,21333838,MAM,EXT
1,20/06/2023 14:34,4.94,73.25,21333838,MAM,EXT
1,20/06/2023 16:04,2.82,86.42,21333838,MAM,EXT
1,20/06/2023 17:34,0.53,91.93,21333838,MAM,EXT
1,20/06/2023 19:04,-0.54,92.46,21333838,MAM,EXT
1,20/06/2023 20:34,-0.88,93.6,21333838,MAM,EXT
1,20/06/2023 22:04,-1.79,94.03,21333838,MAM,EXT
1,20/06/2023 23:34,-2.23,93.44,21333838,MAM,EXT
1,21/06/2023 1:04,-2.81,92.7,21333838,MAM,EXT
1,21/06/2023 2:34,-3.25,92.62,21333838,MAM,EXT
1,21/06/2023 4:04,-3.86,94.45,21333838,MAM,EXT
1,21/06/2023 5:34,-4.17,94.57,21333838,MAM,EXT
1,21/06/2023 7:04,-4.38,94.23,21333838,MAM,EXT
1,21/06/2023 8:34,-3.91,93.24,21333838,MAM,EXT
1,21/06/2023 10:04,-2.58,96.09,21333838,MAM,EXT
1,21/06/2023 11:34,5.52,80.2,21333838,MAM,EXT
1,21/06/2023 13:04,7.44,67.52,21333838,MAM,EXT
1,21/06/2023 14:34,4.5,80.4,21333838,MAM,EXT
1,21/06/2023 16:04,2.53,88.64,21333838,MAM,EXT
1,21/06/2023 17:34,0.98,92.7,21333838,MAM,EXT
1,21/06/2023 19:04,-0.17,95.14,21333838,MAM,EXT
1,21/06/2023 20:34,0.33,94.49,21333838,MAM,EXT
1,21/06/2023 22:04,0.65,94.65,21333838,MAM,EXT
1,21/06/2023 23:34,1.28,95.19,21333838,MAM,EXT
1,22/06/2023 1:04,1.14,94.94,21333838,MAM,EXT
1,22/06/2023 2:34,0.55,95.12,21333838,MAM,EXT
1,22/06/2023 4:04,-0.81,96.65,21333838,MAM,EXT
1,22/06/2023 5:34,0.04,95.29,21333838,MAM,EXT
1,22/06/2023 7:04,0.51,95.48,21333838,MAM,EXT
1,22/06/2023 8:34,0.98,96.89,21333838,MAM,EXT
1,22/06/2023 10:04,5.5,91.28,21333838,MAM,EXT
1,22/06/2023 11:34,8.23,83.75,21333838,MAM,EXT
1,22/06/2023 13:04,8.46,82.14,21333838,MAM,EXT
1,22/06/2023 14:34,6.95,92.14,21333838,MAM,EXT
1,22/06/2023 16:04,6.15,98.22,21333838,MAM,EXT
1,22/06/2023 17:34,5.33,98.98,21333838,MAM,EXT
1,22/06/2023 19:04,5.15,99.35,21333838,MAM,EXT
1,22/06/2023 20:34,5.24,99.57,21333838,MAM,EXT
1,22/06/2023 22:04,5.18,99.73,21333838,MAM,EXT
1,22/06/2023 23:34,6.19,98.66,21333838,MAM,EXT
1,23/06/2023 1:04,7.11,96.54,21333838,MAM,EXT
1,23/06/2023 2:34,6.46,99.47,21333838,MAM,EXT
1,23/06/2023 4:04,7.29,99.69,21333838,MAM,EXT
1,23/06/2023 5:34,4.84,99.98,21333838,MAM,EXT
1,23/06/2023 7:04,4.65,100,21333838,MAM,EXT
1,23/06/2023 8:34,5.47,99.97,21333838,MAM,EXT
1,23/06/2023 10:04,6.56,92.77,21333838,MAM,EXT
1,23/06/2023 11:34,8.35,76.02,21333838,MAM,EXT
1,23/06/2023 13:04,9.4,64.8,21333838,MAM,EXT
1,23/06/2023 14:34,8.76,62.22,21333838,MAM,EXT
1,23/06/2023 16:04,7.97,66.65,21333838,MAM,EXT
1,23/06/2023 17:34,7.32,71.64,21333838,MAM,EXT
1,23/06/2023 19:04,7.2,74.21,21333838,MAM,EXT
1,23/06/2023 20:34,6.86,79.22,21333838,MAM,EXT
1,23/06/2023 22:04,6.83,79.1,21333838,MAM,EXT
1,23/06/2023 23:34,6.86,80.78,21333838,MAM,EXT
1,24/06/2023 1:04,6.91,79.1,21333838,MAM,EXT
1,24/06/2023 2:34,6.93,77.55,21333838,MAM,EXT
1,24/06/2023 4:04,6.75,77.18,21333838,MAM,EXT
1,24/06/2023 5:34,6.48,77.01,21333838,MAM,EXT
1,24/06/2023 7:04,5.27,79.12,21333838,MAM,EXT
1,24/06/2023 8:34,5.31,77.94,21333838,MAM,EXT
1,24/06/2023 10:04,6.93,72.16,21333838,MAM,EXT
1,24/06/2023 11:34,9.69,61.51,21333838,MAM,EXT
1,24/06/2023 13:04,11.63,51.25,21333838,MAM,EXT
1,24/06/2023 14:34,11.62,51.78,21333838,MAM,EXT
1,24/06/2023 16:04,10,49.59,21333838,MAM,EXT
1,24/06/2023 17:34,8.57,56.09,21333838,MAM,EXT
1,24/06/2023 19:04,6.09,64.1,21333838,MAM,EXT
1,24/06/2023 20:34,6.55,67.83,21333838,MAM,EXT
1,24/06/2023 22:04,7.11,66.78,21333838,MAM,EXT
1,24/06/2023 23:34,6.08,69.02,21333838,MAM,EXT
1,25/06/2023 1:04,4.49,78.44,21333838,MAM,EXT
1,25/06/2023 2:34,2.79,87.04,21333838,MAM,EXT
1,25/06/2023 4:04,3.52,83.83,21333838,MAM,EXT
1,25/06/2023 5:34,5.38,73.3,21333838,MAM,EXT
1,25/06/2023 7:04,6.44,62.33,21333838,MAM,EXT
1,25/06/2023 8:34,5.85,66.79,21333838,MAM,EXT
1,25/06/2023 10:04,8.29,63.48,21333838,MAM,EXT
1,25/06/2023 11:34,10.33,55.01,21333838,MAM,EXT
1,25/06/2023 13:04,11.62,44.19,21333838,MAM,EXT
1,25/06/2023 14:34,9.66,52.68,21333838,MAM,EXT
1,25/06/2023 16:04,6.39,65.53,21333838,MAM,EXT
1,25/06/2023 17:34,6.25,60.35,21333838,MAM,EXT
1,25/06/2023 19:04,6.43,55.85,21333838,MAM,EXT
1,25/06/2023 20:34,5.82,57.55,21333838,MAM,EXT
1,25/06/2023 22:04,5.21,58.2,21333838,MAM,EXT
1,25/06/2023 23:34,5.08,57.77,21333838,MAM,EXT
1,26/06/2023 1:04,3.34,63.6,21333838,MAM,EXT
1,26/06/2023 2:34,1.48,78.2,21333838,MAM,EXT
1,26/06/2023 4:04,1.61,78.08,21333838,MAM,EXT
1,26/06/2023 5:34,2.51,72.98,21333838,MAM,EXT
1,26/06/2023 7:04,3.92,73.95,21333838,MAM,EXT
1,26/06/2023 8:34,4.46,76.81,21333838,MAM,EXT
1,26/06/2023 10:04,6.9,70.81,21333838,MAM,EXT
1,26/06/2023 11:34,8.71,68.23,21333838,MAM,EXT
1,26/06/2023 13:04,9.23,67.44,21333838,MAM,EXT
1,26/06/2023 14:34,8.65,64.27,21333838,MAM,EXT
1,26/06/2023 16:04,8.36,66.5,21333838,MAM,EXT
1,26/06/2023 17:34,6.89,72.34,21333838,MAM,EXT
1,26/06/2023 19:04,6.75,75.45,21333838,MAM,EXT
1,26/06/2023 20:34,6.38,78.12,21333838,MAM,EXT
1,26/06/2023 22:04,6.83,75.19,21333838,MAM,EXT
1,26/06/2023 23:34,6.13,76.11,21333838,MAM,EXT
1,27/06/2023 1:04,6.86,73.06,21333838,MAM,EXT
1,27/06/2023 2:34,6.72,72.98,21333838,MAM,EXT
1,27/06/2023 4:04,5.66,77.58,21333838,MAM,EXT
1,27/06/2023 5:34,4.45,82.36,21333838,MAM,EXT
1,27/06/2023 7:04,6.49,77.7,21333838,MAM,EXT
1,27/06/2023 8:34,7.2,74.11,21333838,MAM,EXT
1,27/06/2023 10:04,7.98,69.03,21333838,MAM,EXT
1,27/06/2023 11:34,9.2,66.23,21333838,MAM,EXT
1,27/06/2023 13:04,9.77,63.88,21333838,MAM,EXT
1,27/06/2023 14:34,9.65,61.6,21333838,MAM,EXT
1,27/06/2023 16:04,8.55,67.04,21333838,MAM,EXT
