"shannon","sst","pH","chlorophyll","distance_from_land","fishing_allowed"
1.03421491412444,28.9349389886484,8.09807072173729,0.563171273795888,14.2206794670737,"No"
2.48345458836336,28.0301436157897,8.09214932238509,0.196034275600687,75.4039104185149,"Yes"
2.86034311086103,27.3261406584643,8.10613471300533,0.300421690684743,59.2062237188391,"No"
2.46426001282598,28.2438045903109,8.10333347197778,0.201205908053089,71.9130973023976,"Yes"
2.05856296797429,28.9719083304517,8.09424198418477,0.37962369597517,44.7562281687953,"No"
2.06573685136542,28.3375430349261,8.09919605758405,0.284836920816451,60.2565871726087,"Yes"
2.63879857914657,27.8378317938186,8.09513543112057,0.243141922634095,72.8858016309411,"Yes"
2.54516282128476,27.6466899863444,8.09694769170336,0.385124013607856,45.2457498072905,"No"
3.23640786799935,28.6705106399022,8.1024963843781,0.136023638932966,75.7656101406504,"No"
2.0617460318931,27.2876340872608,8.10439682069593,0.411338760622311,35.197553471266,"Yes"
1.86496109453749,27.3856318937615,8.10461564619683,0.412346665537916,42.0989514222924,"Yes"
2.00803190617491,28.7934773652814,8.10346566985955,0.259815157356206,59.8178438474511,"Yes"
3.25404832739937,27.6162391086109,8.09930249837719,0.114720836735796,88.3793068957673,"Yes"
2.29951116601333,27.7266010870226,8.08344660636719,0.341746847447939,54.6626260577957,"No"
3.0626892225554,28.5678929574788,8.10269232899556,0.17228598636575,82.3894762333743,"No"
2.16842203962511,27.38675735984,8.10446242933252,0.375906797405332,44.5789613184644,"No"
2.99529922825402,27.0355316237547,8.10244731018107,0.153355661709793,75.0338829730227,"Yes"
2.47740752452306,27.8132157325745,8.09401824126717,0.296331794315483,55.5854874693549,"No"
2.63944439770762,27.9663353385404,8.10231368926624,0.229095907823648,53.1614366047608,"Yes"
1.835788722586,27.8436899003573,8.10485851788163,0.43407627720153,30.0020766089879,"Yes"
2.83482428426782,27.6856176033616,8.09263920517768,0.245091217535082,66.3791614837704,"No"
2.73421511897409,28.7329666293226,8.1026448247045,0.186130707024131,71.6596915814851,"No"
1.80340931720808,27.9102161019109,8.11227200176306,0.447994421818294,34.7114947665002,"Yes"
2.78152389009695,28.0675297472626,8.09175327260204,0.175742777541745,68.1715143741875,"Yes"
2.11739969951779,28.9276866638102,8.10397902577507,0.234389373229351,61.0642742125598,"Yes"
1.75438213904664,28.5491830841638,8.09829353416506,0.290423108648974,55.1165691087464,"No"
2.19823964761355,27.4177526971325,8.09297373100142,0.267228589882143,56.1533980315863,"Yes"
2.31590605227946,27.617573665455,8.09538519592464,0.365460838133004,47.3843347326905,"Yes"
2.16720829501929,28.9426849004813,8.10004949064779,0.38352252356708,36.0843676342699,"No"
1.97758786951583,28.1698001869954,8.0979557011315,0.434891670872457,40.6522095969151,"Yes"
1.24018952682484,28.5216472507454,8.093058773556,0.569151348166633,19.1398269459094,"Yes"
1.93270845738844,27.7454187888652,8.0986770238076,0.332790318119805,43.7749313983606,"No"
2.77765761527091,28.5383878224529,8.09526350860508,0.214772251748946,71.971437966124,"Yes"
2.40986278012955,28.0753543660976,8.10369760663981,0.307949707156513,42.0660923885127,"Yes"
1.23847711991926,28.8279908993281,8.10448389354284,0.571858426427934,17.2760917198953,"No"
2.85048639384418,27.370592883788,8.09826999556445,0.347985663858708,47.562811709751,"Yes"
1.66257806385996,27.5644368347712,8.09108971465766,0.244803514203522,51.283484327859,"Yes"
1.34204490755124,27.1899248263799,8.10232470876538,0.544383169733919,18.2459297589712,"Yes"
1.98207053681871,27.4209741582163,8.09024484695126,0.515974753140472,22.160359767801,"No"
2.02192306444501,28.9541979925707,8.09741943329768,0.263086857588496,52.5595468712305,"Yes"
2.15436782692067,27.5926043507643,8.10244540158765,0.363657752505969,49.7098837294497,"No"
3.12475867693209,28.4519660538062,8.10451012363109,0.133194231323432,76.453061272111,"Yes"
2.04456371528419,28.5713756685145,8.10320181497424,0.293002255063038,61.3818134624402,"Yes"
2.48385344624528,27.2108354922384,8.10475604439473,0.200652132043615,67.2209672412014,"Yes"
