"sex_mf","substrate","foraging_height_m","mean_shrub_size"
"Female","Foliage",0.56961816674119,0.153029710149296
"Female","Foliage",0.418401982839613,-0.335979498679289
"Female","Foliage",0.54972167363262,0.00527491422959567
"Female","Foliage",0.579879273424547,0.0263194796480418
"Female","Foliage",0.466203046796495,0.0518144870217377
"Female","Foliage",0.525282613771032,0.213147961859592
"Female","Foliage",0.543065735123952,0.0155823723365566
"Female","Foliage",0.537277529481868,0.0271631769829851
"Female","Foliage",0.547419993878025,0.0273930060133741
"Female","Ground",0.177740698021931,-0.816308194053251
"Female","Ground",0.290957629570949,-0.239792528391705
"Female","Ground",0.278279154138592,-0.437312325595917
"Female","Ground",0.331791451463779,-0.276484649808289
"Female","Ground",0.0794828078472411,-0.724303580419876
"Female","Ground",0.0564934605310925,-0.721422265675373
"Female","Ground",0.0885601148864958,-0.578424482773871
"Female","Ground",0.23711181355574,0.197294263963484
"Female","Ground",0.259850509850492,-0.141955513173009
"Female","Ground",0.297885381891653,-0.180845626059589
"Female","Ground",0.226298651008428,-0.547224307632536
"Female","Ground",0.296232864094147,-0.612655470890894
"Female","Ground",0.105757133444939,-0.693178776316496
"Female","Ground",0.273291769003184,-0.547330244123316
"Female","Ground",0.168740882926052,-0.624779601894489
"Female","Ground",0.173496592337506,-0.386182886474679
"Female","Ground",0.13540246783245,-0.513186974075996
"Female","Ground",0.211354943894835,-0.586024590892749
"Female","Ground",0.229301415869986,-0.402047972370162
"Female","Ground",0.0326264225417709,-0.68182638561542
"Female","Ground",0.198349462089916,-0.341483568371207
"Female","Ground",0.127706599013508,-0.323629312367289
"Female","Ground",0.371740008205978,-0.655008033213671
"Female","Ground",0.242227372770113,-0.628173978241439
"Female","Ground",0.10707711822781,-0.798735381629766
"Female","Ground",0.226134092749393,-0.255072371084588
"Female","Ground",0.234528551334382,0.0171701093597366
"Female","Ground",0.298324407052328,-0.394700402585116
"Female","Ground",0.146193739889684,-0.708881578481803
"Female","Ground",0.329278888656787,-0.44479778252135
"Female","Air",0.557196910743118,-0.0168678939304583
"Female","Air",0.67152628528952,0.095315193238145
"Female","Air",0.663370688446792,-0.251603958794119
"Female","Air",0.783930802023619,0.120713481899608
"Female","Air",0.719419208038338,-0.0810901539592163
"Female","Air",0.680040732004332,-0.0952755831516655
"Female","Air",0.638778196281462,-0.388435058553173
"Female","Air",0.733470079120972,0.00882514502902047
"Female","Air",0.7487383041621,0.38173418133741
"Female","Air",0.657017519376947,-0.0840114581606662
"Female","Air",0.703165913433469,0.0147690747656155
"Female","Air",0.679670584622601,-0.256699257767994
"Female","Air",0.71241214331415,0.0948133561159152
"Female","Air",0.687425766843421,-0.394816396205141
"Female","Air",0.651000130182929,0.168695060580651
"Female","Air",0.72945209444051,0.149687777623612
"Female","Air",0.629755255613627,-0.028234901775608
"Female","Air",0.624510554227242,0.108860403124006
"Female","Air",0.678922779375132,0.20802925628975
"Female","Air",0.764009180962877,-0.171463363967181
"Female","Air",0.681796996764172,0.397164110682073
"Female","Air",0.657372904401759,0.0262962484534435
"Female","Air",0.694706179540527,0.37225855820168
"Female","Air",0.766454884627131,0.529123245206248
"Female","Air",0.686017888895236,-0.19264850766322
"Female","Air",0.702537696698933,-0.0956243367557864
"Female","Air",0.696031584341601,-0.147154566248467
"Female","Air",0.711054142025073,-0.078759799203289
"Female","Air",0.700045380318485,0.174485308292668
"Female","Air",0.692617764282853,0.108272065591543
